e0,e1,e2,e4,e5,e6,e9,e10,e11,e15,e18,e21,e22,e23
583,71.0,100.0,100.0,83.0,100.0,99.0,100.0,83.0,55.0,100.0,100.0,78.0,100
584,95.0,89.0,97.0,96.0,96.0,100.0,94.0,98.0,94.0,100.0,94.0,86.0,100
585,100.0,100.0,100.0,61.0,54.0,100.0,100.0,86.0,79.0,89.0,74.0,68.0,99
586,98.0,92.0,100.0,19.0,79.0,100.0,78.0,82.0,93.0,100.0,65.0,65.0,90
588,92.0,88.0,96.0,25.0,53.0,95.0,95.0,79.0,6.0,67.0,94.0,100.0,57
589,100.0,96.0,100.0,100.0,100.0,100.0,84.0,95.0,84.0,87.0,81.0,92.0,73
590,97.0,93.0,100.0,80.0,97.0,100.0,96.0,96.0,94.0,90.0,98.0,73.0,69
591,100.0,100.0,100.0,100.0,94.0,100.0,100.0,100.0,95.0,98.0,100.0,85.0,100
592,100.0,100.0,100.0,73.0,100.0,60.0,96.0,55.0,100.0,100.0,100.0,56.0,81
593,100.0,100.0,93.0,89.0,83.0,51.0,100.0,92.0,83.0,86.0,85.0,28.0,69
594,100.0,100.0,100.0,94.0,81.0,100.0,100.0,100.0,94.0,94.0,89.0,86.0,100
595,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.0,89.0,67
596,68.0,65.0,72.0,63.0,67.0,31.0,50.0,38.0,57.0,38.0,52.0,67.0,6
597,100.0,100.0,100.0,100.0,84.0,100.0,100.0,100.0,62.0,100.0,90.0,100.0,100
598,71.0,91.0,91.0,63.0,71.0,76.0,73.0,75.0,30.0,89.0,69.0,40.0,71
599,74.0,82.0,87.0,45.0,50.0,72.0,100.0,79.0,56.0,70.0,71.0,74.0,28
601,92.0,96.0,85.0,93.0,97.0,100.0,100.0,100.0,96.0,100.0,100.0,77.0,100
602,100.0,100.0,100.0,100.0,90.0,100.0,100.0,100.0,100.0,93.0,98.0,95.0,98
603,100.0,99.0,91.0,55.0,92.0,100.0,100.0,76.0,76.0,100.0,75.0,63.0,99
604,80.0,87.0,80.0,90.0,71.0,96.0,100.0,100.0,100.0,91.0,87.0,97.0,78
605,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,79.0,94.0,1.0,56.0,100
607,71.0,100.0,92.0,90.0,80.0,100.0,100.0,50.0,19.0,100.0,100.0,50.0,100
608,96.0,97.0,100.0,99.0,83.0,100.0,96.0,96.0,91.0,95.0,100.0,96.0,89
609,77.0,90.0,85.0,84.0,82.0,100.0,96.0,98.0,38.0,84.0,82.0,59.0,45
611,88.0,62.0,72.0,55.0,53.0,56.0,64.0,55.0,53.0,53.0,47.0,65.0,40
612,85.0,91.0,66.0,85.0,81.0,80.0,91.0,100.0,77.0,100.0,100.0,77.0,56
613,100.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,100
614,93.0,95.0,98.0,52.0,62.0,100.0,69.0,79.0,53.0,57.0,91.0,37.0,58
615,99.0,96.0,31.0,50.0,82.0,51.0,98.0,97.0,39.0,100.0,93.0,9.0,26
616,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,68.0,56.0,50.0,50.0,51
617,55.0,59.0,58.0,81.0,62.0,62.0,57.0,51.0,50.0,57.0,54.0,93.0,50
618,99.0,100.0,99.0,78.0,96.0,100.0,100.0,100.0,93.0,99.0,94.0,99.0,100
619,100.0,100.0,100.0,96.0,88.0,28.0,100.0,100.0,100.0,100.0,84.0,69.0,16
620,95.0,89.0,95.0,81.0,90.0,100.0,100.0,85.0,71.0,80.0,67.0,65.0,76
622,93.0,100.0,94.0,70.0,82.0,100.0,100.0,98.0,85.0,94.0,77.0,66.0,53
623,79.0,78.0,78.0,46.0,53.0,100.0,100.0,58.0,55.0,100.0,82.0,55.0,100
624,100.0,100.0,100.0,81.0,64.0,100.0,100.0,100.0,100.0,100.0,100.0,62.0,100
627,71.0,69.0,71.0,40.0,71.0,80.0,58.0,58.0,68.0,75.0,76.0,59.0,54
628,100.0,100.0,100.0,96.0,100.0,100.0,94.0,100.0,96.0,100.0,100.0,94.0,84
629,100.0,100.0,100.0,75.0,72.0,100.0,100.0,100.0,89.0,100.0,95.0,100.0,100
630,100.0,100.0,100.0,89.0,91.0,100.0,100.0,100.0,88.0,100.0,81.0,100.0,95
631,98.0,100.0,100.0,99.0,98.0,99.0,100.0,99.0,97.0,95.0,96.0,96.0,98
632,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100
633,100.0,100.0,100.0,99.0,100.0,100.0,96.0,89.0,100.0,100.0,97.0,100.0,100
634,91.0,100.0,72.0,41.0,50.0,19.0,17.0,52.0,56.0,67.0,64.0,20.0,50
635,71.0,68.0,66.0,95.0,93.0,91.0,93.0,94.0,93.0,94.0,62.0,93.0,32
637,57.0,45.0,43.0,54.0,51.0,64.0,63.0,66.0,55.0,44.0,57.0,59.0,47
638,100.0,100.0,100.0,86.0,87.0,100.0,61.0,92.0,93.0,85.0,98.0,54.0,100
639,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.0,87
640,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100
642,100.0,100.0,100.0,74.0,100.0,90.0,85.0,86.0,100.0,100.0,100.0,87.0,99
643,100.0,100.0,100.0,71.0,69.0,94.0,100.0,100.0,85.0,100.0,62.0,77.0,57
644,100.0,100.0,100.0,90.0,90.0,45.0,95.0,91.0,100.0,100.0,100.0,79.0,69
645,99.0,100.0,87.0,57.0,24.0,39.0,59.0,83.0,77.0,88.0,38.0,82.0,55
646,83.0,82.0,88.0,81.0,78.0,89.0,75.0,86.0,81.0,80.0,74.0,78.0,81
647,94.0,100.0,100.0,88.0,100.0,100.0,100.0,100.0,50.0,100.0,100.0,32.0,100
648,97.0,95.0,100.0,68.0,68.0,98.0,100.0,98.0,45.0,57.0,67.0,24.0,95
649,100.0,53.0,100.0,1.0,1.0,100.0,28.0,21.0,1.0,1.0,1.0,26.0,1
650,45.0,48.0,44.0,46.0,44.0,56.0,53.0,54.0,55.0,48.0,51.0,46.0,25
651,1.0,30.0,24.0,100.0,100.0,100.0,100.0,100.0,65.0,62.0,70.0,69.0,42
652,100.0,99.0,99.0,64.0,66.0,100.0,100.0,82.0,72.0,100.0,92.0,70.0,76
653,92.0,93.0,90.0,58.0,78.0,84.0,85.0,92.0,31.0,91.0,90.0,25.0,82
654,100.0,100.0,100.0,81.0,100.0,100.0,100.0,100.0,100.0,76.0,100.0,59.0,100
655,74.0,51.0,55.0,50.0,51.0,57.0,54.0,53.0,84.0,68.0,68.0,51.0,44
656,86.0,97.0,95.0,78.0,84.0,88.0,68.0,83.0,92.0,92.0,70.0,94.0,88
657,100.0,100.0,100.0,100.0,96.0,57.0,50.0,63.0,84.0,95.0,50.0,19.0,58
658,93.0,100.0,100.0,64.0,96.0,78.0,88.0,100.0,59.0,100.0,48.0,23.0,55
659,91.0,94.0,92.0,89.0,88.0,93.0,95.0,89.0,89.0,90.0,90.0,90.0,94
660,76.0,87.0,90.0,69.0,52.0,80.0,78.0,84.0,73.0,89.0,72.0,68.0,68
662,100.0,100.0,92.0,82.0,78.0,80.0,71.0,78.0,77.0,67.0,100.0,78.0,93
663,100.0,77.0,81.0,80.0,73.0,84.0,84.0,85.0,85.0,87.0,78.0,80.0,84
664,93.0,76.0,85.0,50.0,30.0,80.0,83.0,76.0,84.0,67.0,84.0,50.0,96
665,4.0,15.0,17.0,3.0,15.0,8.0,10.0,19.0,16.0,28.0,1.0,10.0,14
666,74.0,89.0,96.0,60.0,96.0,91.0,90.0,85.0,73.0,69.0,93.0,59.0,94
667,22.0,52.0,41.0,45.0,52.0,48.0,52.0,47.0,46.0,44.0,47.0,42.0,22
669,73.0,79.0,85.0,38.0,37.0,74.0,79.0,64.0,43.0,79.0,81.0,81.0,1
670,95.0,78.0,58.0,46.0,86.0,91.0,79.0,80.0,56.0,95.0,84.0,87.0,76
671,94.0,84.0,93.0,96.0,85.0,76.0,83.0,76.0,94.0,87.0,95.0,79.0,26
672,93.0,89.0,94.0,82.0,90.0,93.0,90.0,91.0,75.0,92.0,87.0,93.0,92
673,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100
675,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100
676,100.0,98.0,95.0,98.0,87.0,100.0,100.0,100.0,69.0,98.0,82.0,39.0,87
677,100.0,100.0,100.0,34.0,75.0,88.0,89.0,95.0,92.0,100.0,79.0,37.0,87
678,79.0,78.0,80.0,87.0,83.0,86.0,99.0,88.0,72.0,98.0,75.0,42.0,79
679,81.0,86.0,63.0,53.0,51.0,70.0,75.0,50.0,70.0,69.0,39.0,67.0,60
680,96.0,100.0,92.0,72.0,90.0,85.0,35.0,76.0,67.0,90.0,86.0,69.0,89
681,93.0,97.0,100.0,100.0,79.0,100.0,100.0,100.0,100.0,93.0,100.0,100.0,100
682,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,74.0,100
683,89.0,80.0,93.0,63.0,71.0,100.0,94.0,96.0,55.0,71.0,62.0,75.0,82
685,50.0,50.0,35.0,96.0,51.0,99.0,97.0,98.0,80.0,18.0,22.0,50.0,50
687,100.0,100.0,100.0,57.0,56.0,100.0,82.0,92.0,61.0,85.0,92.0,100.0,88
688,91.0,81.0,87.0,58.0,57.0,90.0,86.0,87.0,63.0,76.0,100.0,37.0,82
691,93.0,95.0,100.0,50.0,88.0,93.0,100.0,97.0,79.0,100.0,97.0,1.0,94
692,1.0,1.0,1.0,53.0,54.0,61.0,45.0,40.0,49.0,28.0,1.0,54.0,1
693,77.0,76.0,86.0,76.0,80.0,78.0,87.0,82.0,52.0,56.0,69.0,71.0,74
694,100.0,100.0,100.0,51.0,100.0,100.0,100.0,100.0,76.0,100.0,100.0,100.0,1
695,99.0,98.0,99.0,59.0,59.0,100.0,100.0,68.0,85.0,94.0,96.0,100.0,48
696,100.0,100.0,100.0,93.0,93.0,100.0,100.0,100.0,82.0,82.0,100.0,91.0,98
697,100.0,100.0,100.0,96.0,100.0,95.0,88.0,100.0,100.0,100.0,100.0,91.0,100
698,50.0,87.0,93.0,60.0,95.0,87.0,22.0,69.0,60.0,67.0,90.0,50.0,68
699,95.0,96.0,100.0,100.0,77.0,100.0,100.0,64.0,68.0,79.0,72.0,63.0,100
700,88.0,89.0,90.0,50.0,51.0,62.0,50.0,78.0,38.0,85.0,85.0,64.0,72
701,69.0,78.0,69.0,75.0,60.0,76.0,76.0,80.0,61.0,60.0,69.0,70.0,50
702,35.0,31.0,31.0,47.0,46.0,89.0,74.0,90.0,64.0,71.0,40.0,53.0,59
703,100.0,100.0,96.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99
704,81.0,79.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,64.0,78
705,56.0,51.0,51.0,66.0,52.0,42.0,55.0,50.0,51.0,52.0,55.0,51.0,54
706,100.0,99.0,98.0,85.0,81.0,93.0,64.0,99.0,85.0,76.0,96.0,71.0,55
707,50.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,50.0,100.0,66
709,89.0,84.0,73.0,86.0,86.0,81.0,82.0,71.0,89.0,86.0,58.0,51.0,85
710,100.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,96.0,100.0,100.0,91.0,100
711,71.0,86.0,66.0,78.0,74.0,67.0,60.0,59.0,86.0,67.0,68.0,51.0,60
713,84.0,83.0,94.0,96.0,100.0,93.0,96.0,98.0,96.0,97.0,91.0,75.0,72
714,92.0,85.0,95.0,89.0,79.0,92.0,50.0,91.0,88.0,87.0,88.0,87.0,86
715,91.0,92.0,91.0,73.0,61.0,94.0,92.0,86.0,96.0,86.0,94.0,29.0,98
716,100.0,100.0,100.0,87.0,95.0,100.0,100.0,100.0,99.0,92.0,100.0,99.0,100
717,95.0,95.0,97.0,96.0,94.0,96.0,97.0,95.0,94.0,92.0,88.0,96.0,94
719,5.0,22.0,11.0,14.0,63.0,59.0,35.0,70.0,15.0,13.0,15.0,14.0,22
721,84.0,78.0,85.0,68.0,79.0,81.0,77.0,81.0,76.0,69.0,86.0,55.0,52
722,99.0,100.0,99.0,78.0,96.0,99.0,100.0,97.0,79.0,96.0,81.0,90.0,80
723,90.0,91.0,100.0,81.0,88.0,97.0,90.0,95.0,81.0,67.0,89.0,67.0,87
724,97.0,98.0,100.0,100.0,100.0,83.0,100.0,100.0,81.0,90.0,100.0,57.0,100
725,85.0,87.0,96.0,78.0,77.0,63.0,100.0,100.0,67.0,64.0,85.0,92.0,84
726,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1
727,89.0,88.0,89.0,88.0,89.0,87.0,81.0,86.0,86.0,78.0,73.0,57.0,96
728,50.0,51.0,50.0,79.0,82.0,50.0,50.0,50.0,51.0,50.0,50.0,50.0,79
729,95.0,88.0,46.0,81.0,94.0,96.0,96.0,93.0,100.0,100.0,94.0,82.0,100
730,100.0,79.0,100.0,66.0,62.0,100.0,100.0,91.0,59.0,50.0,61.0,53.0,100
732,81.0,68.0,91.0,57.0,55.0,76.0,56.0,74.0,65.0,74.0,39.0,70.0,62
734,97.0,79.0,94.0,50.0,50.0,100.0,92.0,82.0,50.0,63.0,63.0,50.0,54
735,100.0,100.0,89.0,100.0,100.0,100.0,100.0,100.0,93.0,95.0,88.0,90.0,90
736,96.0,95.0,98.0,95.0,96.0,53.0,95.0,54.0,96.0,97.0,99.0,46.0,99
737,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,97.0,98.0,98.0,100
738,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,78.0,100.0,100.0,81
739,98.0,99.0,99.0,71.0,100.0,80.0,92.0,85.0,90.0,95.0,80.0,84.0,97
740,83.0,78.0,87.0,82.0,88.0,63.0,57.0,68.0,74.0,84.0,83.0,69.0,66
741,81.0,94.0,90.0,74.0,58.0,100.0,100.0,74.0,77.0,97.0,91.0,42.0,83
742,79.0,92.0,100.0,64.0,83.0,100.0,59.0,70.0,76.0,65.0,81.0,72.0,100
743,100.0,92.0,96.0,96.0,94.0,88.0,98.0,91.0,92.0,92.0,82.0,82.0,78
745,100.0,100.0,99.0,79.0,82.0,95.0,80.0,100.0,77.0,95.0,79.0,85.0,88
746,54.0,64.0,62.0,52.0,62.0,70.0,52.0,52.0,52.0,52.0,65.0,57.0,56
747,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.0,100.0,100.0,97.0,100
748,95.0,88.0,100.0,97.0,100.0,100.0,100.0,99.0,98.0,99.0,64.0,100.0,79
749,73.0,85.0,95.0,58.0,60.0,55.0,85.0,88.0,57.0,68.0,53.0,66.0,96
750,93.0,94.0,65.0,88.0,89.0,89.0,89.0,90.0,71.0,86.0,60.0,89.0,80
751,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,51.0,50.0,50
752,88.0,100.0,100.0,69.0,67.0,100.0,63.0,71.0,63.0,100.0,100.0,62.0,61
753,99.0,98.0,98.0,97.0,97.0,97.0,98.0,98.0,86.0,97.0,100.0,98.0,98
754,83.0,100.0,100.0,100.0,93.0,92.0,100.0,94.0,100.0,92.0,92.0,85.0,100
756,92.0,100.0,95.0,77.0,93.0,98.0,86.0,90.0,56.0,95.0,91.0,45.0,78
757,91.0,80.0,82.0,77.0,100.0,88.0,83.0,87.0,82.0,87.0,87.0,100.0,95
758,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,68.0,100
759,100.0,100.0,100.0,80.0,68.0,100.0,100.0,100.0,82.0,93.0,100.0,42.0,95
760,88.0,80.0,89.0,61.0,88.0,54.0,94.0,93.0,41.0,70.0,83.0,58.0,34
762,100.0,100.0,100.0,100.0,100.0,93.0,100.0,100.0,100.0,100.0,100.0,100.0,100
763,99.0,100.0,100.0,39.0,68.0,99.0,100.0,80.0,99.0,95.0,87.0,74.0,80
764,100.0,100.0,100.0,94.0,73.0,100.0,100.0,100.0,100.0,100.0,100.0,78.0,100
765,50.0,92.0,75.0,73.0,68.0,83.0,65.0,67.0,50.0,64.0,64.0,69.0,76
767,100.0,100.0,100.0,100.0,100.0,100.0,91.0,91.0,64.0,100.0,88.0,67.0,90
771,100.0,100.0,100.0,80.0,82.0,100.0,100.0,100.0,78.0,100.0,100.0,60.0,91
772,100.0,100.0,100.0,100.0,98.0,100.0,91.0,100.0,100.0,100.0,64.0,100.0,58
773,67.0,79.0,72.0,80.0,78.0,83.0,88.0,83.0,78.0,95.0,87.0,47.0,74
774,59.0,100.0,100.0,54.0,67.0,93.0,71.0,87.0,70.0,76.0,76.0,42.0,82
775,100.0,100.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100
777,100.0,100.0,100.0,32.0,53.0,86.0,68.0,83.0,69.0,63.0,79.0,65.0,68
778,50.0,98.0,99.0,50.0,50.0,98.0,99.0,99.0,50.0,50.0,51.0,50.0,99
780,100.0,100.0,100.0,74.0,70.0,86.0,100.0,88.0,78.0,70.0,100.0,54.0,100
781,100.0,100.0,90.0,68.0,50.0,61.0,50.0,61.0,77.0,84.0,100.0,50.0,46
782,100.0,60.0,98.0,80.0,66.0,85.0,75.0,70.0,81.0,90.0,66.0,40.0,64
783,99.0,100.0,93.0,78.0,96.0,96.0,100.0,100.0,90.0,93.0,82.0,84.0,90
784,94.0,87.0,78.0,88.0,82.0,76.0,76.0,88.0,100.0,83.0,69.0,95.0,79
785,100.0,100.0,100.0,100.0,87.0,100.0,62.0,100.0,72.0,100.0,100.0,100.0,85
787,39.0,41.0,36.0,67.0,73.0,72.0,67.0,76.0,50.0,75.0,68.0,72.0,50
788,40.0,53.0,57.0,35.0,41.0,71.0,44.0,64.0,43.0,37.0,56.0,26.0,100
790,100.0,100.0,100.0,88.0,92.0,100.0,100.0,100.0,100.0,100.0,96.0,91.0,87
791,78.0,82.0,100.0,51.0,50.0,84.0,85.0,71.0,20.0,51.0,53.0,63.0,83
792,50.0,50.0,74.0,59.0,50.0,89.0,87.0,40.0,84.0,85.0,89.0,50.0,87
793,84.0,92.0,77.0,73.0,71.0,72.0,83.0,77.0,11.0,50.0,59.0,51.0,50
794,56.0,57.0,37.0,40.0,49.0,64.0,57.0,57.0,55.0,60.0,26.0,45.0,61
795,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,68.0,100.0,71.0,100
797,100.0,100.0,100.0,92.0,94.0,100.0,100.0,100.0,93.0,100.0,89.0,94.0,100
798,51.0,55.0,48.0,43.0,45.0,52.0,53.0,100.0,100.0,100.0,52.0,45.0,51
799,28.0,98.0,96.0,52.0,57.0,65.0,81.0,59.0,56.0,58.0,54.0,64.0,53
800,100.0,100.0,92.0,77.0,80.0,100.0,100.0,98.0,91.0,83.0,100.0,100.0,84
801,100.0,100.0,100.0,94.0,96.0,100.0,100.0,100.0,87.0,100.0,99.0,71.0,98
802,51.0,52.0,100.0,52.0,52.0,81.0,46.0,82.0,72.0,71.0,100.0,57.0,75
803,99.0,94.0,100.0,80.0,85.0,100.0,97.0,87.0,83.0,70.0,67.0,90.0,80
804,61.0,71.0,58.0,68.0,63.0,60.0,57.0,61.0,63.0,61.0,59.0,54.0,55
805,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.0,100
806,35.0,29.0,20.0,67.0,64.0,41.0,63.0,59.0,36.0,60.0,43.0,21.0,40
807,100.0,100.0,100.0,74.0,100.0,100.0,66.0,100.0,100.0,100.0,96.0,100.0,65
808,75.0,50.0,88.0,50.0,55.0,93.0,70.0,50.0,83.0,82.0,76.0,79.0,50
809,88.0,100.0,100.0,95.0,91.0,93.0,98.0,90.0,64.0,62.0,100.0,99.0,80
810,100.0,100.0,100.0,94.0,91.0,100.0,100.0,92.0,92.0,95.0,79.0,90.0,100
811,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.0,100.0,86.0,26.0,100
812,85.0,75.0,71.0,53.0,87.0,90.0,92.0,86.0,66.0,57.0,77.0,73.0,77
814,100.0,95.0,100.0,61.0,100.0,100.0,85.0,73.0,72.0,100.0,100.0,50.0,100
815,88.0,56.0,76.0,78.0,47.0,98.0,95.0,30.0,62.0,98.0,86.0,52.0,69
816,82.0,62.0,68.0,100.0,100.0,100.0,100.0,100.0,100.0,92.0,80.0,100.0,90
817,50.0,61.0,43.0,55.0,50.0,72.0,60.0,58.0,69.0,53.0,50.0,68.0,53
818,100.0,89.0,98.0,71.0,84.0,100.0,100.0,100.0,68.0,68.0,57.0,56.0,64
819,94.0,90.0,92.0,33.0,26.0,66.0,52.0,50.0,26.0,92.0,79.0,28.0,69
820,96.0,51.0,50.0,83.0,80.0,99.0,50.0,90.0,89.0,82.0,50.0,50.0,50
821,100.0,82.0,100.0,100.0,100.0,100.0,100.0,100.0,79.0,87.0,94.0,90.0,70
822,93.0,70.0,66.0,85.0,75.0,60.0,59.0,82.0,80.0,59.0,50.0,44.0,58
823,80.0,78.0,81.0,58.0,71.0,72.0,70.0,64.0,76.0,70.0,63.0,65.0,72
824,98.0,98.0,98.0,85.0,85.0,98.0,76.0,98.0,50.0,100.0,89.0,50.0,98
825,79.0,94.0,100.0,66.0,77.0,99.0,70.0,90.0,76.0,77.0,62.0,67.0,82
826,85.0,84.0,90.0,66.0,62.0,88.0,92.0,93.0,86.0,90.0,24.0,57.0,55
827,53.0,31.0,38.0,32.0,47.0,76.0,59.0,50.0,52.0,50.0,52.0,57.0,47
828,1.0,1.0,1.0,48.0,53.0,62.0,55.0,56.0,54.0,1.0,30.0,64.0,1
829,100.0,100.0,100.0,96.0,99.0,92.0,99.0,100.0,84.0,73.0,88.0,43.0,88
830,75.0,66.0,74.0,75.0,65.0,86.0,71.0,81.0,35.0,35.0,85.0,69.0,38
831,100.0,100.0,98.0,69.0,62.0,87.0,100.0,99.0,94.0,93.0,99.0,65.0,96
833,92.0,91.0,93.0,51.0,51.0,51.0,88.0,80.0,51.0,77.0,75.0,43.0,93
834,81.0,100.0,89.0,62.0,66.0,100.0,100.0,100.0,88.0,100.0,100.0,100.0,90
836,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,91.0,93
837,77.0,72.0,79.0,59.0,39.0,82.0,52.0,72.0,64.0,63.0,76.0,74.0,74
838,100.0,100.0,100.0,33.0,50.0,100.0,100.0,100.0,76.0,100.0,100.0,53.0,68
839,100.0,100.0,100.0,98.0,99.0,99.0,98.0,99.0,100.0,99.0,98.0,59.0,95
840,88.0,88.0,67.0,53.0,36.0,73.0,86.0,82.0,73.0,79.0,50.0,56.0,84
841,99.0,97.0,100.0,37.0,80.0,100.0,100.0,97.0,100.0,100.0,100.0,41.0,80
842,100.0,99.0,100.0,78.0,90.0,100.0,95.0,97.0,76.0,77.0,85.0,94.0,92
843,98.0,100.0,97.0,73.0,82.0,46.0,58.0,63.0,70.0,75.0,85.0,29.0,76
844,100.0,100.0,100.0,93.0,80.0,49.0,51.0,50.0,51.0,95.0,93.0,22.0,97
845,96.0,81.0,78.0,97.0,100.0,97.0,98.0,99.0,100.0,100.0,88.0,53.0,95
846,82.0,100.0,100.0,89.0,100.0,100.0,100.0,100.0,100.0,77.0,53.0,54.0,68
847,96.0,100.0,96.0,88.0,90.0,95.0,100.0,96.0,93.0,91.0,86.0,80.0,71
848,96.0,99.0,99.0,88.0,88.0,100.0,92.0,100.0,100.0,100.0,100.0,84.0,90
849,100.0,100.0,100.0,100.0,98.0,100.0,100.0,100.0,100.0,61.0,67.0,82.0,100
851,1.0,100.0,84.0,100.0,100.0,100.0,100.0,100.0,67.0,56.0,97.0,100.0,100
852,63.0,64.0,73.0,46.0,63.0,64.0,67.0,65.0,31.0,71.0,77.0,44.0,90
853,100.0,100.0,100.0,87.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,25.0,100
854,95.0,100.0,97.0,74.0,100.0,100.0,100.0,99.0,95.0,78.0,99.0,99.0,32
855,82.0,72.0,97.0,100.0,100.0,83.0,75.0,85.0,98.0,100.0,100.0,100.0,94
856,71.0,65.0,90.0,43.0,50.0,57.0,74.0,62.0,39.0,55.0,67.0,51.0,46
857,100.0,100.0,100.0,100.0,84.0,100.0,100.0,100.0,71.0,100.0,75.0,50.0,100
858,89.0,92.0,93.0,88.0,89.0,91.0,87.0,91.0,90.0,92.0,90.0,87.0,100
859,89.0,79.0,88.0,92.0,86.0,91.0,83.0,89.0,100.0,100.0,93.0,82.0,85
860,100.0,100.0,100.0,88.0,89.0,100.0,58.0,100.0,56.0,90.0,100.0,31.0,100
861,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100
862,72.0,61.0,63.0,50.0,77.0,91.0,94.0,63.0,92.0,93.0,50.0,83.0,46
863,83.0,82.0,84.0,100.0,97.0,82.0,77.0,100.0,44.0,83.0,93.0,96.0,80
864,50.0,70.0,74.0,50.0,50.0,64.0,50.0,50.0,40.0,50.0,74.0,29.0,84
865,95.0,74.0,96.0,69.0,76.0,100.0,100.0,99.0,48.0,95.0,86.0,56.0,72
866,90.0,89.0,83.0,88.0,91.0,91.0,89.0,88.0,67.0,73.0,89.0,72.0,69
867,100.0,100.0,100.0,82.0,100.0,94.0,100.0,99.0,100.0,74.0,83.0,100.0,94
868,87.0,85.0,100.0,63.0,80.0,100.0,75.0,100.0,51.0,95.0,66.0,21.0,70
869,92.0,95.0,91.0,58.0,74.0,89.0,94.0,95.0,94.0,75.0,70.0,63.0,86
871,100.0,100.0,100.0,96.0,99.0,100.0,100.0,100.0,98.0,100.0,100.0,93.0,82
873,100.0,100.0,97.0,100.0,100.0,100.0,83.0,96.0,100.0,100.0,94.0,92.0,100
874,90.0,95.0,87.0,89.0,89.0,95.0,72.0,81.0,58.0,68.0,70.0,59.0,44
875,67.0,60.0,46.0,78.0,41.0,47.0,40.0,85.0,60.0,91.0,61.0,33.0,36
877,100.0,96.0,100.0,83.0,100.0,100.0,100.0,100.0,92.0,100.0,91.0,68.0,91
878,99.0,90.0,100.0,96.0,98.0,100.0,97.0,100.0,91.0,60.0,100.0,82.0,99
881,1.0,1.0,1.0,23.0,24.0,31.0,30.0,29.0,39.0,21.0,16.0,19.0,2
882,50.0,50.0,50.0,95.0,95.0,99.0,59.0,99.0,99.0,99.0,96.0,97.0,99
883,57.0,62.0,60.0,69.0,55.0,57.0,54.0,57.0,71.0,57.0,60.0,57.0,66
884,87.0,88.0,91.0,79.0,82.0,92.0,84.0,87.0,83.0,73.0,85.0,90.0,31
886,26.0,46.0,33.0,27.0,50.0,55.0,34.0,44.0,80.0,94.0,94.0,8.0,22
887,49.0,69.0,52.0,70.0,69.0,89.0,55.0,87.0,56.0,78.0,51.0,52.0,82
888,100.0,100.0,99.0,99.0,98.0,86.0,96.0,94.0,92.0,100.0,100.0,99.0,96
889,62.0,62.0,69.0,75.0,77.0,78.0,79.0,66.0,68.0,59.0,67.0,71.0,65
890,82.0,91.0,93.0,54.0,44.0,96.0,94.0,91.0,92.0,92.0,64.0,92.0,92
891,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100
892,95.0,100.0,99.0,96.0,100.0,98.0,97.0,100.0,85.0,93.0,91.0,93.0,97
893,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100
894,100.0,100.0,89.0,68.0,88.0,100.0,92.0,76.0,71.0,80.0,100.0,70.0,74
